ID,Issue Date,Status,Location,Latitude,Longitude,Short Term Rental Type,Property Type,Property Type Additional Description,Condo Association,Total Bedrooms,Rented Bedrooms,Maximum Renter Capacity,Kitchen,Bathrooms,Airbnb,HomeAway,FlipKey,VRBO,Craigslist,Couch Surfing,Boston Rentals,Other,Other Platform Descriptions,All Rental Services
14778,January 16 2020,Complete,"130 Oxford St
Cambridge, MA 02140
(42.385038, -71.116146)",42.3851,-71.1159,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,No,1,TRUE,,,,,,,,,Airbnb
13972,April 03 2018,Complete,"71 Spring St
Cambridge, MA 02141
(42.369073, -71.081187)",42.3691,-71.0812,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,4,No,1,TRUE,,,,,,,,,Airbnb
58641,January 22 2020,Complete,"7 Murdock St
Cambridge, MA 02139
(42.371592, -71.098701)",42.3716,-71.0988,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,3,8,Yes,3,TRUE,,,,,,,,,Airbnb
14648,May 23 2018,Complete,"41 Magnolia Ave
Cambridge, MA 02138
(42.376699, -71.106198)",42.3766,-71.1062,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
31805,February 26 2020,Complete,"100 Thorndike St
Cambridge, MA 02141
(42.369941, -71.082459)",42.3699,-71.0825,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,1,3,Yes,1,TRUE,,,,,,,,,Airbnb
13781,May 21 2019,Complete,"79 Norfolk St
Cambridge, MA 02139
(42.366163, -71.100654)",42.3662,-71.1008,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,4,Yes,2.5,TRUE,,,,,,,,,Airbnb
17465,July 17 2018,Complete,"16 Surrey St
Cambridge, MA 02138
(42.368725, -71.114153)",42.3687,-71.1142,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,4,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals, "
23961,January 27 2020,Complete,"111 1 2 Inman St
Cambridge, MA 02139
(42.372491, -71.101246)",42.3726,-71.1013,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
13901,May 24 2019,Complete,"153 Richdale Ave
Cambridge, MA 02140
(42.389228, -71.12675)",42.3893,-71.1267,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
67586,March 02 2020,Complete,"234 Allston St
Cambridge, MA 02139
(42.359611, -71.109901)",42.3595,-71.1099,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,4,2,4,No,2,,,,,,,,,,
15365,May 11 2018,Complete,"10 Notre Dame Ave
Cambridge, MA 02140
(42.391781, -71.13113)",42.3917,-71.1312,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
12922,March 26 2018,Complete,"99 Thorndike St
Cambridge, MA 02141
(42.369955, -71.082571)",42.37,-71.0826,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
14710,April 06 2018,Complete,"44 Pleasant St
Cambridge, MA 02139
(42.363913, -71.108352)",42.3638,-71.1083,This application is for an OPERATOR-OCCUPIED short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,3,2,4,Yes,3,TRUE,TRUE,,,TRUE,,,,,"Airbnb, HomeAway, Craigslist"
13529,March 20 2019,Complete,"48 Berkshire St
Cambridge, MA 02141
(42.369553, -71.091315)",42.3695,-71.0912,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,3,2,4,Yes,1,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,"Airbnb, HomeAway, FlipKey, Craigslist, Boston_Rentals"
14739,May 15 2018,Complete,"30 Agassiz St
Cambridge, MA 02138
(42.385257, -71.121844)",42.3853,-71.1217,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,4,3,8,Yes,2.5,,,,TRUE,,,,,,VRBO
13748,April 10 2019,Complete,"118 Kinnaird St
Cambridge, MA 02139
(42.367732, -71.112939)",42.3678,-71.113,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,4,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
14667,July 13 2019,Complete,"43 Kinnaird St
Cambridge, MA 02139
(42.366115, -71.109191)",42.366,-71.1093,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,5,Yes,2,TRUE,,,,,,,,,Airbnb
48849,June 20 2019,Complete,"1168 Massachusetts Ave
Cambridge, MA 02138
(42.371474, -71.114684)",42.3714,-71.1147,This application is for an OPERATOR-OCCUPIED short-term rental,Other,apartment in a condo,Yes,2,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
13963,March 15 2019,Complete,"8 King Pl
Cambridge, MA 02139
(42.37083, -71.101863)",42.3708,-71.1019,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Single family attached dwelling.,No,3,1,2,No,1,TRUE,,,,,,,,,Airbnb
51368,July 30 2019,Complete,"46 Fayette St
Cambridge, MA 02139
(42.372945, -71.102891)",42.3729,-71.1028,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
11739,March 16 2020,Complete,"12 Douglass St
Cambridge, MA 02139
(42.364462, -71.100604)",42.3644,-71.1005,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,5,Yes,2,TRUE,TRUE,,TRUE,,,,,,"Airbnb, HomeAway, VRBO"
62074,December 19 2019,Complete,"207 Harvard St
Cambridge, MA 02139
(42.367207, -71.098498)",42.3673,-71.0984,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
20166,September 20 2018,Complete,"21 Parker St
Cambridge, MA 02138
(42.379941, -71.128097)",42.38,-71.1282,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,TRUE,Harvard Off Campus Housing,"Airbnb, Harvard Off Campus Housing"
15206,June 14 2019,Complete,"20 Greenough Ave
Cambridge, MA 02139
(42.373522, -71.10622)",42.3735,-71.1063,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13366,April 03 2018,Complete,"7 Wendell St
Cambridge, MA 02138
(42.381663, -71.118694)",42.3818,-71.1187,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Apartment&nbsp;,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13432,March 19 2019,Complete,"237 Norfolk St
Cambridge, MA 02139
(42.369988, -71.098146)",42.37,-71.0983,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,1,1,2,No,1,TRUE,,,,,,,,,Airbnb
14815,July 19 2019,Complete,"106 Harvey St
Cambridge, MA 02140
(42.397364, -71.133539)",42.3972,-71.1335,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,1,2,No,1,TRUE,,,,,,,,,Airbnb
61570,January 28 2020,Complete,"877 Cambridge St
Cambridge, MA 02141
(42.372514, -71.091496)",42.3726,-71.0915,This application is for an OWNER-ADJACENT short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13569,July 11 2019,Complete,"26 Tremont St
Cambridge, MA 02139
(42.370403, -71.098908)",42.3704,-71.0988,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,5,Yes,1,TRUE,,,,,,,,,Airbnb
15115,August 14 2018,Complete,"60 Rice St
Cambridge, MA 02140
(42.394229, -71.12973)",42.3942,-71.1296,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,1,1,No,1,TRUE,,,,,,,,,Airbnb
13695,March 15 2019,Complete,"1 Newport Rd
Cambridge, MA 02140
(42.38579, -71.11865)",42.3857,-71.1188,This application is for an OPERATOR-OCCUPIED short-term rental,Other,42 unit condominium building,Yes,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
15706,May 16 2019,Complete,"145 Bishop Allen Dr
Cambridge, MA 02139
(42.367054, -71.104308)",42.367,-71.1041,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,3,7,Yes,2,TRUE,,,,,,,,,Airbnb
13285,March 25 2020,Complete,"157 Raymond St
Cambridge, MA 02140
(42.38803, -71.127912)",42.3881,-71.1278,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,3,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
14824,May 24 2018,Complete,"29 Crescent St
Cambridge, MA 02138
(42.383012, -71.115205)",42.3831,-71.1151,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
15578,June 04 2019,Complete,"148 Berkshire St
Cambridge, MA 02141
(42.372124, -71.089837)",42.3721,-71.0898,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Multi-unit building more than 4 units owned by different owners,Yes,1,1,3,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals"
16791,July 05 2018,Complete,"1 Pine St
Cambridge, MA 02139
(42.364066, -71.098362)",42.3641,-71.0985,This application is for an OWNER-ADJACENT short-term rental,Other,<undefined>Single family with legal accessory unit<br></undefined>,No,1,1,2,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals"
13321,April 04 2019,Complete,"125 Fresh Pond Pkwy
Cambridge, MA 02138
(42.380606, -71.144629)",42.3806,-71.1444,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,5,5,14,Yes,2,TRUE,,,,,,,,,Airbnb
13547,March 27 2020,Complete,"55 Mt Pleasant St
Cambridge, MA 02140
(42.388135, -71.125277)",42.3881,-71.1253,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
13680,March 26 2018,Complete,"4 Humboldt St
Cambridge, MA 02138
(42.384989, -71.120773)",42.3851,-71.1207,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
14608,May 15 2019,Complete,"81 Pine St
Cambridge, MA 02139
(42.36545, -71.097825)",42.3654,-71.098,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Multi-family dwelling 6 units,Yes,2,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
19477,October 29 2019,Complete,"145 Bishop Allen Dr
Cambridge, MA 02139
(42.367054, -71.104308)",42.367,-71.1041,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,3,6,Yes,2,TRUE,,,,,,,,,Airbnb
59596,November 06 2019,Complete,"12 Sargent St
Cambridge, MA 02140
(42.392794, -71.131987)",42.3928,-71.1319,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
13334,March 23 2020,Complete,"50 Cedar St
Cambridge, MA 02140
(42.394722, -71.130823)",42.3947,-71.1307,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,Yes,3,2,4,Yes,2,TRUE,,,,,,,TRUE,MisterBandB,"Airbnb, MisterBandB"
13733,April 25 2018,Complete,"10 Antrim St
Cambridge, MA 02139
(42.370722, -71.103521)",42.3706,-71.1034,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,4,Yes,3,TRUE,TRUE,TRUE,TRUE,,,,,,"Airbnb, HomeAway, FlipKey, VRBO"
64188,March 05 2020,Complete,"64 Winter St
Cambridge, MA 02141
(42.372629, -71.081379)",42.3726,-71.0813,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
12897,August 19 2019,Complete,"20 Maple Ave
Cambridge, MA 02139
(42.372395, -71.104781)",42.3723,-71.1046,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Four condo unit building of which I own two of the units.<br>,Yes,2,1,2,Yes,1,TRUE,,,TRUE,,,,TRUE,I have had an agent for these nine years.,"Airbnb, VRBO, I have had an agent for these nine years."
13659,March 16 2020,Complete,"10 Shepard St
Cambridge, MA 02138
(42.381578, -71.121129)",42.3815,-71.1211,This application is for an OPERATOR-OCCUPIED short-term rental,Other,8 unit condominium building<br>,Yes,2,1,1,Yes,1,TRUE,,,,,,,,,Airbnb
14799,August 19 2019,Complete,"88 Hancock St
Cambridge, MA 02139
(42.368793, -71.108277)",42.3688,-71.1082,This application is for an OPERATOR-OCCUPIED short-term rental,Other,"We live in an 18 unit building that was built in 1894. Some owner occupied, some rentals.&nbsp;",Yes,2,1,2,No,1,TRUE,,,,,,,,,Airbnb
13629,March 27 2020,Complete,"69 Thorndike St
Cambridge, MA 02141
(42.369742, -71.080944)",42.3698,-71.081,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,8,Yes,3,,TRUE,,,,,,,,HomeAway
48329,July 22 2019,Complete,"236 Pearl St
Cambridge, MA 02139
(42.359106, -71.108699)",42.3591,-71.1086,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
15809,June 29 2018,Complete,"343 Pearl St
Cambridge, MA 02139
(42.356315, -71.111672)",42.3564,-71.1117,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
13865,May 21 2019,Complete,"174 Hamilton St
Cambridge, MA 02139
(42.359662, -71.108413)",42.3596,-71.1084,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
15087,July 05 2019,Complete,"257 Charles St
Cambridge, MA 02141
(42.368286, -71.085894)",42.3684,-71.0859,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,1,1,Yes,1,TRUE,,,,,,,,,Airbnb
16093,October 02 2019,Complete,"64 Granville Rd
Cambridge, MA 02138
(42.383357, -71.135933)",42.3834,-71.1358,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,4,2,4,Yes,1,,,,,,,,,,
15361,August 26 2019,Complete,"87 Fresh Pond Pkwy
Cambridge, MA 02138
(42.378794, -71.144185)",42.3789,-71.144,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,1,1,5,Yes,1,TRUE,,,TRUE,,,,,,"Airbnb, VRBO"
13991,March 29 2018,Complete,"89 Washington Ave
Cambridge, MA 02140
(42.38648, -71.12382)",42.3864,-71.1239,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,3,6,Yes,3,TRUE,,,,,,,,,Airbnb
29320,February 01 2019,Complete,"16 Surrey St
Cambridge, MA 02138
(42.368725, -71.114153)",42.3687,-71.1142,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,1,4,No,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals"
13850,April 06 2020,Complete,"160 Fifth St
Cambridge, MA 02141
(42.3683, -71.083873)",42.3683,-71.0838,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
43569,May 09 2019,Complete,"12 Leonard Ave
Cambridge, MA 02139
(42.375454, -71.105654)",42.3755,-71.1058,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,3,6,Yes,2,TRUE,,,,,,,,,Airbnb
13755,April 11 2018,Complete,"257 Cambridge St
Cambridge, MA 02141
(42.371076, -71.080312)",42.3712,-71.0802,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Owner is operators parent<br>,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
12112,March 26 2018,Complete,"18-A Highland Ave
Cambridge, MA 02139
(42.372253, -71.106333)",42.3721,-71.1059,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Single family attached house; one half of carriage house,No,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
52148,July 31 2019,Complete,"18 Farwell Pl
Cambridge, MA 02138
(42.374992, -71.120872)",42.3749,-71.1208,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,No,1,TRUE,,,,,,,,,Airbnb
13504,March 29 2020,Complete,"67 Clifton St
Cambridge, MA 02140
(42.395581, -71.136297)",42.3956,-71.1362,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,5,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Boston_Rentals"
13917,March 25 2019,Complete,"61 Elm St
Cambridge, MA 02139
(42.368581, -71.097965)",42.3686,-71.0981,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,4,3,5,No,2,TRUE,,,,,,,,,Airbnb
20478,November 14 2019,Complete,"10 Porter St
Cambridge, MA 02141
(42.373483, -71.08832)",42.3734,-71.0883,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
63106,January 13 2020,Complete,"13 James Way
Cambridge, MA 02141
(42.370223, -71.088787)",42.3701,-71.0888,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Townhouse,No,3,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
13956,April 13 2020,Complete,"246 Norfolk St
Cambridge, MA 02139
(42.370219, -71.098011)",42.3702,-71.0979,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,5,3,3,Yes,3,TRUE,,,,,,,,,Airbnb
14776,October 04 2019,Complete,"118 Elm St
Cambridge, MA 02139
(42.369823, -71.097249)",42.3698,-71.0972,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,1,1,Yes,1,TRUE,,,,,,,,,Airbnb
23974,November 18 2019,Complete,"24 Glenwood Ave
Cambridge, MA 02139
(42.356955, -71.112224)",42.3569,-71.1123,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
13891,July 02 2019,Complete,"66 Reed St
Cambridge, MA 02140
(42.395229, -71.132135)",42.3952,-71.1325,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,2,4,No,1,TRUE,,,,,,,,,Airbnb
13717,March 25 2020,Complete,"63 Sixth St
Cambridge, MA 02141
(42.369703, -71.085258)",42.3698,-71.0854,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,5,Yes,1,TRUE,TRUE,,TRUE,,,,,,"Airbnb, HomeAway, VRBO"
50059,July 15 2019,Complete,"100 Gore St
Cambridge, MA 02141
(42.372053, -71.082284)",42.372,-71.0823,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,5,Yes,2,TRUE,,,,,,,,,Airbnb
54783,September 09 2019,Complete,"201 Franklin St
Cambridge, MA 02139
(42.363426, -71.103339)",42.3636,-71.1032,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,2,3,No,1,TRUE,,,,,,,,,Airbnb
14913,June 07 2019,Complete,"114 Harvey St
Cambridge, MA 02140
(42.397381, -71.133816)",42.3973,-71.1338,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
17994,August 09 2019,Complete,"63 Magee St
Cambridge, MA 02139
(42.365823, -71.11164)",42.3658,-71.1115,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,3,7,Yes,3,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,"Airbnb, HomeAway, VRBO, Craigslist, Boston_Rentals"
13971,March 30 2018,Complete,"71 Spring St
Cambridge, MA 02141
(42.369073, -71.081187)",42.3691,-71.0812,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
14713,April 08 2019,Complete,"2 Cottage Ct
Cambridge, MA 02139
(42.362393, -71.106066)",42.3622,-71.1058,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,1,2,Yes,1.5,TRUE,,,,,,,,,Airbnb
31631,February 19 2019,Complete,"78 Spring St
Cambridge, MA 02141
(42.369126, -71.08162)",42.369,-71.0816,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,6,Yes,1,TRUE,,,,,,,,,Airbnb
67901,March 09 2020,Complete,"220 Pearl St
Cambridge, MA 02139
(42.359365, -71.108423)",42.3593,-71.1083,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,4,No,1,TRUE,,,,,,,,,Airbnb
14751,June 11 2018,Complete,"183 Putnam Ave
Cambridge, MA 02138
(42.364911, -71.113899)",42.3647,-71.114,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Individual Entrance town house,Yes,4,4,9,Yes,3,TRUE,,,,,,,,,Airbnb
32062,February 11 2020,Complete,"72 Spring St
Cambridge, MA 02141
(42.369093, -71.08135)",42.369,-71.0814,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
11943,March 20 2019,Complete,"13 Hollis St
Cambridge, MA 02140
(42.39404, -71.128166)",42.3941,-71.1282,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
62076,December 19 2019,Complete,"207 Harvard St
Cambridge, MA 02139
(42.367207, -71.098498)",42.3673,-71.0984,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,3,6,Yes,1,TRUE,,,,TRUE,,,,,"Airbnb, Craigslist"
50414,July 08 2019,Complete,"406 Franklin St
Cambridge, MA 02139
(42.36667, -71.108842)",42.3666,-71.1089,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,5,12,Yes,5,TRUE,,,,,,,,,Airbnb
13834,August 24 2018,Complete,"124 Auburn St
Cambridge, MA 02139
(42.362857, -71.10384)",42.3628,-71.1039,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,4,2,3,Yes,2,TRUE,,,,,,,,,Airbnb
15209,June 20 2019,Complete,"1683 Cambridge St
Cambridge, MA 02138
(42.375084, -71.111384)",42.3752,-71.1113,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
13444,March 31 2020,Complete,"24 Decatur St
Cambridge, MA 02139
(42.361196, -71.105658)",42.3611,-71.1057,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,4,8,Yes,3,TRUE,,,,,,,,,Airbnb
15138,April 16 2019,Complete,"67 Jay St
Cambridge, MA 02139
(42.36656, -71.110151)",42.3665,-71.1105,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,6,Yes,2,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
57457,November 05 2019,Complete,"50 Inman St
Cambridge, MA 02139
(42.369678, -71.103204)",42.3697,-71.1031,This application is for an OPERATOR-OCCUPIED short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,2,2,6,Yes,1,TRUE,,,,,,,,,Airbnb
20621,November 22 2019,Complete,"146 Berkshire St
Cambridge, MA 02141
(42.372124, -71.089837)",42.372,-71.0898,This application is for an OPERATOR-OCCUPIED short-term rental,Other,condo in multi-family building,Yes,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13990,April 02 2020,Complete,"333 Mt Auburn St
Cambridge, MA 02138
(42.375001, -71.135458)",42.3752,-71.1356,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,No,1,TRUE,,,,,,,,,Airbnb
14647,March 02 2020,Complete,"16 Lopez Ave
Cambridge, MA 02141
(42.368525, -71.079792)",42.3685,-71.0797,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
17468,July 17 2018,Complete,"16 Surrey St
Cambridge, MA 02138
(42.368725, -71.114153)",42.3687,-71.1142,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,2,6,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals, "
14804,June 06 2019,Complete,"86 Pine St
Cambridge, MA 02139
(42.365499, -71.097807)",42.3655,-71.0977,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13597,June 13 2018,Complete,"75 Plymouth St
Cambridge, MA 02141
(42.368986, -71.093742)",42.369,-71.0938,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,5,Yes,1,TRUE,,,,,,,,,Airbnb
13693,April 22 2019,Complete,"60 Roseland St
Cambridge, MA 02140
(42.386687, -71.116705)",42.3866,-71.1168,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,2,4,No,1,TRUE,,,,,,,,,Airbnb
13295,March 25 2020,Complete,"6 Fairview Ave
Cambridge, MA 02138
(42.378998, -71.155439)",42.3789,-71.1554,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,1,3,Yes,1,TRUE,,,,,,,,,Airbnb
14836,June 13 2019,Complete,"32 Elm St
Cambridge, MA 02139
(42.367962, -71.098336)",42.368,-71.0983,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,3,10,Yes,1,TRUE,,,,TRUE,,,,,"Airbnb, Craigslist"
13900,April 18 2019,Complete,"128 Oxford St
Cambridge, MA 02140
(42.38485, -71.116126)",42.3849,-71.1159,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,Yes,2,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
64481,March 18 2020,Complete,"4 Trowbridge Pl
Cambridge, MA 02138
(42.372497, -71.111976)",42.3726,-71.1119,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Condo in a high rise building,Yes,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
13631,April 06 2018,Complete,"31 Fairmont Ave
Cambridge, MA 02139
(42.361718, -71.112584)",42.3617,-71.1126,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13719,March 27 2018,Complete,"64 Willow St
Cambridge, MA 02141
(42.371453, -71.092454)",42.3715,-71.0925,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
